f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label,weight,timestamp,symbol,timeframe,regime,trade_type,profit_pips,duration_bars,notes
0.0235610026866197,0.0548301748931407,0.033105120062828,0.0511770732700824,0.7476806044578552,0.5736749768257141,0.431955486536026,0.3395149707794189,0.7123744487762451,0.6663702130317688,1.0,0.6427589058876038,0.3794289529323578,1.0,1.0,0.8519641757011414,0.0058141043409705,0.0,0.4818181693553924,0.0,1.0,0.0,0.370590478181839,0.0170370861887931,0.944555640220642,0.5188987255096436,0.5962059497833252,0.5411764979362488,0.6453052759170532,0.0550294928252697,0.0,0.0,0.0,0.5850340127944946,1.0,1.83333333333346,2025-11-25T13:00:00,EURUSD,H1,3,BUY,25.017142857144403,2,"hit_tp=True,hit_sl=False,regime=3"
0.004347716923803,-0.0188739113509655,-0.0262134131044149,-0.0348804220557212,0.3133891522884369,0.3674151301383972,0.3700106739997864,0.3355474770069122,0.1282722204923629,0.3560328483581543,0.1372806280851364,0.163261279463768,0.1806564629077911,0.60906583070755,0.0,0.171653538942337,0.000459754752228,0.1187904998660087,0.5593952536582947,0.0,1.0,0.0,0.0,0.5,0.1933773607015609,0.4674785733222961,0.4000000059604645,0.0,0.0,0.4000000059604645,0.4620943963527679,0.0,0.0,0.2746411263942718,-1.0,1.3,2021-02-04T18:00:00,EURUSD,H1,3,SELL,-23.335714285714904,14,"hit_tp=False,hit_sl=True,regime=3"
-0.0182759128510952,0.0292021110653877,0.0439261235296726,0.0466551706194877,0.2999969124794006,0.2462215423583984,0.3227767646312713,0.3144366145133972,0.4478260576725006,0.4353825449943542,0.5007435083389282,0.7160627841949463,0.10051841288805,0.4474014043807983,0.0,0.4263311326503753,0.0080958465114235,0.92164945602417,0.960824728012085,0.0,1.0,0.0,0.0669872984290123,0.75,0.461139440536499,0.4143563508987427,0.6000000238418579,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,0.3364864885807037,1.0,1.833333333333293,2020-03-30T20:00:00,EURUSD,H1,3,SELL,56.461428571428215,4,"hit_tp=True,hit_sl=False,regime=3"
0.0264438521116971,0.1370116025209427,0.1522683203220367,0.1681076288223266,1.0,0.7318902611732483,0.5466917753219604,0.3788555860519409,0.9368574619293212,1.0,1.0,0.935938596725464,0.2046326994895935,0.9470067620277404,1.0,0.7806242108345032,0.011737304739654,0.0,0.4297658801078796,1.0,0.0,0.0,0.370590478181839,0.0170370861887931,1.0,1.0,0.1796487420797348,0.0,0.0,0.1796487420797348,0.4491218626499176,0.0,0.0,0.7048543691635132,1.0,1.8333333333333608,2024-08-02T13:00:00,EURUSD,H1,1,BUY,33.455714285712816,15,"hit_tp=True,hit_sl=False,regime=1"
0.026683596894145,0.0329507477581501,0.0861949622631073,0.0858242362737655,0.6650546789169312,0.5586459636688232,0.4733849763870239,0.3429098725318908,0.5918366312980652,0.581325113773346,0.919102668762207,0.8912672400474548,0.1213450282812118,0.6507108807563782,0.0,0.516221284866333,0.0071306489408016,0.0,0.4987096786499023,0.0,1.0,0.0,0.0170370861887931,0.370590478181839,0.7685193419456482,0.7165182828903198,0.6000000238418579,0.7389089465141296,0.8866907358169556,0.1389089673757553,0.5132545828819275,0.0,0.0,0.786295473575592,-1.0,1.3,2020-02-25T17:00:00,EURUSD,H1,3,BUY,-25.34142857142818,20,"hit_tp=False,hit_sl=True,regime=3"
-0.0205880459398031,0.030038883909583,0.0353926829993724,0.0642416104674339,0.7194458246231079,0.5940306782722473,0.4667941331863403,0.3651220202445984,0.6786729097366333,0.8006155490875244,0.8830792903900146,0.8737859725952148,0.1554019600152969,0.1439728736877441,1.0,0.8682584762573242,0.0074156536720693,0.283280074596405,0.6416400671005249,0.0,1.0,0.0,0.370590478181839,0.0170370861887931,1.0,0.7107359766960144,0.1328292191028595,0.0,0.0,0.1328292191028595,0.3320730328559875,0.0,0.0,0.3615384399890899,-1.0,1.3,2024-05-31T13:00:00,EURUSD,H1,3,BUY,-20.14714285714314,2,"hit_tp=False,hit_sl=True,regime=3"
-0.0127799352630972,-0.0738572999835014,-0.0213572848588228,0.0055963625200092,0.388618141412735,0.4290344417095184,0.3292081356048584,0.2708425521850586,0.375332236289978,0.4600522220134735,0.1595635414123535,0.4157395362854004,0.2743455171585083,0.251076877117157,0.0,0.2880755960941314,0.0011389408027753,0.1834271997213363,0.5917136073112488,0.0,1.0,0.0,0.6294095516204834,0.0170370861887931,0.3155657052993774,0.5839054584503174,0.4615853726863861,0.5539622902870178,0.5114017724990845,0.0923768952488899,0.0,0.0,0.0,0.46047243475914,1.0,1.8333333333333188,2022-07-14T11:00:00,EURUSD,H1,3,SELL,46.23142857142937,2,"hit_tp=True,hit_sl=False,regime=3"
0.011523962020874,0.0189392380416393,0.0252053085714578,0.0202580839395523,0.2988446950912475,0.2378683090209961,0.2931092977523803,0.3264651894569397,0.8672374486923218,0.5281884074211121,0.8261114954948425,0.6731711030006409,0.2215270102024078,0.64219731092453,0.0,0.9131028652191162,0.0083994204178452,0.0403071008622646,0.5201535224914551,0.0,1.0,0.0,0.9829629063606262,0.370590478181839,0.8008733987808228,0.5344254374504089,0.0,0.918545424938202,0.0,0.918545424938202,0.0,0.0,0.0,0.8745097517967224,-1.0,1.3,2021-01-20T07:00:00,EURUSD,H1,3,BUY,-15.724285714284749,1,"hit_tp=False,hit_sl=True,regime=3"
-0.0010326133342459,-0.0082579227164387,-0.0194296613335609,-0.0266416873782873,0.4444411098957062,0.4592558145523071,0.3757547438144684,0.328953742980957,0.3411579728126526,0.4267162382602691,0.1913810521364212,0.3340902030467987,0.125412032008171,0.3139584362506866,0.0,0.2506473660469055,0.0006626278045587,0.1490803509950637,0.5745401978492737,0.0,1.0,0.0,0.8535534143447876,0.1464466154575348,0.1531820744276046,0.5039176940917969,0.514341413974762,0.0,0.0,0.514341413974762,0.0,0.0,0.0,0.6318584084510803,1.0,1.83333333333322,2025-10-21T09:00:00,EURUSD,H1,3,SELL,19.894285714285864,5,"hit_tp=True,hit_sl=False,regime=3"
0.0271195638924837,0.0371384732425212,0.0410468652844429,0.0323824845254421,1.0,0.74270099401474,0.5289623141288757,0.3835874199867248,0.6851264238357544,0.5485287308692932,1.0,0.6176284551620483,0.1500091701745987,1.0,1.0,0.5535261034965515,0.0053996411152184,0.0,0.4642857015132904,0.0,1.0,0.0,0.370590478181839,0.0170370861887931,0.7695254683494568,0.5153675079345703,0.9525973200798036,0.6000000238418579,1.0,0.3525973558425903,0.7469986081123352,0.0,0.0,0.9966941475868224,-1.0,1.3,2021-07-22T13:00:00,EURUSD,H1,3,BUY,-24.852857142856344,1,"hit_tp=False,hit_sl=True,regime=3"
